Small dictionary from THU, with frequency data.
余音缭绕,FREQ:43;
一往而深,FREQ:43;
弥天大罪,FREQ:43;
显露头角,FREQ:43;
沉郁顿挫,FREQ:43;
千金一诺,FREQ:43;
争妍斗艳,FREQ:43;
大喊大叫,FREQ:43;
拉拉杂杂,FREQ:43;
密不通风,FREQ:43;
交杯换盏,FREQ:43;
为人作嫁,FREQ:43;
风流云散,FREQ:43;
姑妄言之,FREQ:43;
予取予夺,FREQ:43;
滴水成河,FREQ:43;
江天一色,FREQ:43;
油光水滑,FREQ:43;
万万千千,FREQ:43;
蛇蝎心肠,FREQ:43;
日月经天,FREQ:43;
临机应变,FREQ:43;
步人后尘,FREQ:43;
索然寡味,FREQ:43;
大发议论,FREQ:43;
薪尽火传,FREQ:42;
异香扑鼻,FREQ:42;
抚今思昔,FREQ:42;
兵多将广,FREQ:42;
老之将至,FREQ:42;
俯仰无愧,FREQ:42;
言出法随,FREQ:42;
巫山云雨,FREQ:42;
再造之恩,FREQ:42;
大中至正,FREQ:42;
天差地远,FREQ:42;
独往独来,FREQ:42;
说东道西,FREQ:42;
杀伐决断,FREQ:42;
兵无常势,FREQ:42;
不揣冒昧,FREQ:42;
笔酣墨饱,FREQ:42;
东摇西摆,FREQ:42;
不容置辩,FREQ:42;
乐而不淫,FREQ:42;
百岁之后,FREQ:42;
誓死不屈,FREQ:42;
能者为师,FREQ:42;
挨打受骂,FREQ:42;
视死如生,FREQ:42;
生财之道,FREQ:42;
浪迹江湖,FREQ:42;
东游西荡,FREQ:42;
不测之忧,FREQ:42;
加油添醋,FREQ:42;
牛高马大,FREQ:42;
爱财如命,FREQ:42;
立身行事,FREQ:42;
管鲍之交,FREQ:42;
入地无门,FREQ:42;
恩怨分明,FREQ:42;
和光同尘,FREQ:42;
骨肉离散,FREQ:42;
出门在外,FREQ:42;
顿足捶胸,FREQ:42;
必有一失,FREQ:42;
虱多不痒,FREQ:42;
相机行事,FREQ:41;
好善乐施,FREQ:41;
宾客如云,FREQ:41;
来者可追,FREQ:41;
摇唇鼓舌,FREQ:41;
含英咀华,FREQ:41;
勒索敲诈,FREQ:41;
自我陶醉,FREQ:41;
炼石补天,FREQ:41;
安步当车,FREQ:41;
昼伏夜行,FREQ:41;
骨肉相残,FREQ:41;
对症之药,FREQ:41;
自我吹嘘,FREQ:41;
自出机杼,FREQ:41;
来回来去,FREQ:41;
瞬息之间,FREQ:41;
密密层层,FREQ:41;
诱敌深入,FREQ:41;
双管猎枪,FREQ:41;
程门立雪,FREQ:41;
风土人情,FREQ:41;
人之常情,FREQ:41;
杜鹃啼血,FREQ:41;
饿虎扑食,FREQ:41;
旧调重弹,FREQ:41;
周公吐哺,FREQ:40;
名重一时,FREQ:40;
载沉载浮,FREQ:40;
无人之地,FREQ:40;
蓬生麻中,FREQ:40;
富商大贾,FREQ:40;
竖子成名,FREQ:40;
一笔抹杀,FREQ:40;
膏腴之地,FREQ:40;
道路以目,FREQ:40;
独排众议,FREQ:40;
推三推四,FREQ:40;
胸无点墨,FREQ:40;
误入歧途,FREQ:40;
舍己为公,FREQ:40;
瘦骨如柴,FREQ:40;
妙手偶得,FREQ:40;
顾盼生姿,FREQ:40;
放马后炮,FREQ:40;
卓然不群,FREQ:40;
诸恶莫作,FREQ:40;
人弃我取,FREQ:40;
浓眉大眼,FREQ:40;
外方内圆,FREQ:40;
杳如黄鹤,FREQ:40;
酒后无德,FREQ:40;
断线风筝,FREQ:40;
十目所视,FREQ:40;
芝兰之室,FREQ:40;
吹牛拍马,FREQ:40;
荦荦大者,FREQ:40;
钻心刺骨,FREQ:40;
无可名状,FREQ:40;
三十六行,FREQ:40;
鼎新革故,FREQ:39;
小户人家,FREQ:39;
尖嘴猴腮,FREQ:39;
大放光明,FREQ:39;
碎尸万段,FREQ:39;
无所不晓,FREQ:39;
谓予不信,FREQ:39;
人间天上,FREQ:39;
卖弄风骚,FREQ:39;
焚林而猎,FREQ:39;
舍身为国,FREQ:39;
无风起浪,FREQ:39;
茫无头绪,FREQ:39;
五行八作,FREQ:39;
风行草偃,FREQ:39;
适逢其会,FREQ:39;
奇光异彩,FREQ:39;
瓦釜雷鸣,FREQ:39;
败军之将,FREQ:39;
落落大方,FREQ:39;
外刚内柔,FREQ:39;
直认不讳,FREQ:39;
急赤白脸,FREQ:39;
众怒难犯,FREQ:39;
白璧无瑕,FREQ:39;
弃若敝屣,FREQ:39;
仁义之师,FREQ:39;
名山胜水,FREQ:39;
白色恐怖,FREQ:39;
昏头转向,FREQ:39;
疮痍满目,FREQ:39;
龙潭虎穴,FREQ:39;
顺时而动,FREQ:39;
皇天后土,FREQ:39;
香火不绝,FREQ:39;
沐猴而冠,FREQ:39;
露水夫妻,FREQ:39;
功高震主,FREQ:39;
江河行地,FREQ:39;
山南海北,FREQ:39;
沧海遗珠,FREQ:39;
油头粉面,FREQ:39;
拈花微笑,FREQ:38;
人面兽心,FREQ:38;
抽刀断水,FREQ:38;
嘻皮笑脸,FREQ:38;
梅妻鹤子,FREQ:38;
云中白鹤,FREQ:38;
婆娑起舞,FREQ:38;
人心大快,FREQ:38;
捉刀代笔,FREQ:38;
屏声静气,FREQ:38;
表里一致,FREQ:38;
深山幽谷,FREQ:38;
焚琴煮鹤,FREQ:38;
稗官野史,FREQ:38;
断断续续,FREQ:38;
花花世界,FREQ:38;
上天无路,FREQ:38;
恶声恶气,FREQ:38;
不情之请,FREQ:38;
流水无情,FREQ:38;
万死不辞,FREQ:38;
下车伊始,FREQ:38;
长乐未央,FREQ:38;
流离颠沛,FREQ:38;
不违农时,FREQ:38;
游目骋怀,FREQ:38;
黯然伤神,FREQ:38;
扬名四海,FREQ:38;
天兵天将,FREQ:38;
人情之常,FREQ:38;
过门不入,FREQ:38;
创巨痛深,FREQ:38;
超凡入圣,FREQ:38;
成败利钝,FREQ:38;
东征西讨,FREQ:38;
千依百顺,FREQ:37;
追根问底,FREQ:37;
血盆大口,FREQ:37;
串亲访友,FREQ:37;
囊中取物,FREQ:37;
耸入云霄,FREQ:37;
进德修业,FREQ:37;
盘根问底,FREQ:37;
君子固穷,FREQ:37;
过河卒子,FREQ:37;
忍辱偷生,FREQ:37;
有进无退,FREQ:37;
八万四千,FREQ:37;
衣锦夜行,FREQ:37;
人心难测,FREQ:37;
非同儿戏,FREQ:37;
以子之矛,FREQ:37;
大题小做,FREQ:37;
敬若神明,FREQ:37;
如椽之笔,FREQ:37;
罪魁祸首,FREQ:37;
挂冠求去,FREQ:37;
千难万苦,FREQ:37;
小手小脚,FREQ:37;
千姿万态,FREQ:37;
鲸吞蚕食,FREQ:37;
一误再误,FREQ:37;
玉洁冰清,FREQ:37;
视为知己,FREQ:37;
挈妇将雏,FREQ:37;
不见经传,FREQ:37;
一掷百万,FREQ:37;
风吹云散,FREQ:37;
克己慎行,FREQ:37;
喟然长叹,FREQ:37;
蚍蜉撼树,FREQ:37;
知止不殆,FREQ:37;
芙蓉出水,FREQ:37;
转悲为喜,FREQ:37;
大张声势,FREQ:37;
断井颓垣,FREQ:37;
风中之烛,FREQ:36;
多言多语,FREQ:36;
卖文为生,FREQ:36;
耳朵起茧,FREQ:36;
民生在勤,FREQ:36;
没轻没重,FREQ:36;
持盈保泰,FREQ:36;
清风两袖,FREQ:36;
大放悲声,FREQ:36;
视民如伤,FREQ:36;
四时八节,FREQ:36;
威风扫地,FREQ:36;
一时三刻,FREQ:36;
迟疑不定,FREQ:36;
梦幻泡影,FREQ:36;
慨然应允,FREQ:36;
言之无文,FREQ:36;
人来客往,FREQ:36;
形只影单,FREQ:36;
虎口逃生,FREQ:36;
骄兵必败,FREQ:36;
穷极无聊,FREQ:36;
顾盼自雄,FREQ:36;
以古喻今,FREQ:36;
窥豹一斑,FREQ:36;
传诵一时,FREQ:36;
地覆天翻,FREQ:36;
不识大体,FREQ:36;
治丝益棼,FREQ:36;
知命之年,FREQ:36;
居功厥伟,FREQ:36;
指腹为婚,FREQ:36;
由衷之言,FREQ:36;
绝路逢生,FREQ:36;
甘居人后,FREQ:36;
终成泡影,FREQ:36;
令出如山,FREQ:36;
临事而惧,FREQ:36;
呵欠连天,FREQ:36;
行成于思,FREQ:35;
鸾凤和鸣,FREQ:35;
大嚷大叫,FREQ:35;
口出不逊,FREQ:35;
一蹴可几,FREQ:35;
惊疑不定,FREQ:35;
气喘如牛,FREQ:35;
计上心头,FREQ:35;
形格势禁,FREQ:35;
险遭不测,FREQ:35;
连战皆捷,FREQ:35;
吉人天相,FREQ:35;
犁庭扫穴,FREQ:35;
安邦治国,FREQ:35;
立业成家,FREQ:35;
穿红着绿,FREQ:35;
肆虐横行,FREQ:35;
激昂慷慨,FREQ:35;
鞍马劳顿,FREQ:35;
舍身成仁,FREQ:35;
爽心悦目,FREQ:35;
取精用宏,FREQ:35;
以古为鉴,FREQ:35;
慷慨赴义,FREQ:35;
中外合璧,FREQ:35;
目无尊长,FREQ:35;
假仁假义,FREQ:35;
规行矩步,FREQ:35;
漫天遍野,FREQ:35;
同轴电缆,FREQ:35;
眼明心亮,FREQ:35;
穷山僻壤,FREQ:35;
瞠乎其后,FREQ:35;
麻姑献寿,FREQ:35;
奇风异俗,FREQ:35;
悔之莫及,FREQ:35;
一无所求,FREQ:35;
载舟覆舟,FREQ:35;
民贵君轻,FREQ:35;
选贤举能,FREQ:35;
仇人相见,FREQ:35;
事出无奈,FREQ:35;
小时了了,FREQ:35;
星星点点,FREQ:34;
骨鲠在喉,FREQ:34;
和气致祥,FREQ:34;
空谷足音,FREQ:34;
文理不通,FREQ:34;
孺子可教,FREQ:34;
坐拥书城,FREQ:34;
如坐春风,FREQ:34;
乱臣贼子,FREQ:34;
未为不可,FREQ:34;
千秋万世,FREQ:34;
头角峥嵘,FREQ:34;
不足为道,FREQ:34;
谬误百出,FREQ:34;
七步成诗,FREQ:34;
迎神赛会,FREQ:34;
丝竹管弦,FREQ:34;
清华东门,FREQ:34;
怀璧其罪,FREQ:34;
天理昭昭,FREQ:34;
纡尊降贵,FREQ:34;
不徐不疾,FREQ:34;
羽毛丰满,FREQ:34;
黄口小儿,FREQ:34;
临深履薄,FREQ:34;
行不更名,FREQ:34;
水碧山青,FREQ:34;
易地而处,FREQ:34;
残渣余孽,FREQ:34;
留恋不舍,FREQ:34;
开科取士,FREQ:34;
漫无止境,FREQ:34;
意义深长,FREQ:34;
臧否人物,FREQ:34;
仓皇失措,FREQ:34;
牛之一毛,FREQ:34;
履险如夷,FREQ:34;
食言而肥,FREQ:34;
成千成万,FREQ:34;
历历可见,FREQ:34;
花花型警,FREQ:34;
求神问卜,FREQ:33;
操纵自如,FREQ:33;
求其友声,FREQ:33;
老王卖瓜,FREQ:33;
殚精竭力,FREQ:33;
不知所言,FREQ:33;
零乱不堪,FREQ:33;
反哺之情,FREQ:33;
三朋四友,FREQ:33;
奔腾澎湃,FREQ:33;
塞北江南,FREQ:33;
目迷五色,FREQ:33;
有案可稽,FREQ:33;
挖肉补疮,FREQ:33;
切磋琢磨,FREQ:33;
出师有名,FREQ:33;
饕餮之徒,FREQ:33;
夹道欢呼,FREQ:33;
年高德劭,FREQ:33;
江汉朝宗,FREQ:33;
逐句逐字,FREQ:33;
观者云集,FREQ:33;
一隅之地,FREQ:33;
观者如堵,FREQ:33;
五马分尸,FREQ:33;
釜底之鱼,FREQ:33;
旦夕之间,FREQ:33;
好学深思,FREQ:33;
欺人之谈,FREQ:33;
进身之阶,FREQ:33;
五短身材,FREQ:33;
扬清抑浊,FREQ:33;
刀光血影,FREQ:33;
以管窥豹,FREQ:33;
荒淫无道,FREQ:33;
瓮声瓮气,FREQ:33;
擒贼擒王,FREQ:33;
不可言状,FREQ:33;
亢龙有悔,FREQ:33;
怨天怨地,FREQ:33;
自由泛滥,FREQ:33;
无功受禄,FREQ:33;
放浪不羁,FREQ:33;
鹅毛大雪,FREQ:33;
毫无逊色,FREQ:32;
风行水上,FREQ:32;
高头讲章,FREQ:32;
满目琳琅,FREQ:32;
一言中的,FREQ:32;
出于意外,FREQ:32;
贫贱不移,FREQ:32;
慨当以慷,FREQ:32;
础润而雨,FREQ:32;
名士风流,FREQ:32;
抑郁寡欢,FREQ:32;
去头去尾,FREQ:32;
听其自然,FREQ:32;
肤如凝脂,FREQ:32;
百花凋零,FREQ:32;
黄钟毁弃,FREQ:32;
杳无人迹,FREQ:32;
百折不屈,FREQ:32;
千峰万壑,FREQ:32;
三申五令,FREQ:32;
忧谗畏讥,FREQ:32;
落花有意,FREQ:32;
信口胡诌,FREQ:32;
见风转舵,FREQ:32;
免开尊口,FREQ:32;
夫贵妻荣,FREQ:32;
存亡续绝,FREQ:32;
一瓣心香,FREQ:32;
踌躇不决,FREQ:32;
百折千回,FREQ:32;
乘隙而入,FREQ:32;
面无人色,FREQ:32;
青山不老,FREQ:32;
黑白混淆,FREQ:32;
富贵逼人,FREQ:32;
口含天宪,FREQ:32;
李广难封,FREQ:32;
博学多闻,FREQ:32;
知足不辱,FREQ:32;
鬼头鬼脑,FREQ:32;
初生之犊,FREQ:32;
仰不愧天,FREQ:32;
吴头楚尾,FREQ:32;
半壁河山,FREQ:32;
不差毫厘,FREQ:32;
犀牛望月,FREQ:32;
杯中之物,FREQ:32;
杳无消息,FREQ:32;
宠辱皆忘,FREQ:32;
兴国安邦,FREQ:32;
含血喷人,FREQ:32;
牛头马面,FREQ:32;
马前泼水,FREQ:31;
诚心正意,FREQ:31;
拳不离手,FREQ:31;
沦落风尘,FREQ:31;
明白如话,FREQ:31;
才德兼备,FREQ:31;
田连阡陌,FREQ:31;
天理人情,FREQ:31;
百弊丛生,FREQ:31;
可乘之隙,FREQ:31;
万贯家财,FREQ:31;
恩威并重,FREQ:31;
玉液琼浆,FREQ:31;
迟疑观望,FREQ:31;
夙夜匪懈,FREQ:31;
画栋雕梁,FREQ:31;
寂然无声,FREQ:31;
笨嘴拙舌,FREQ:31;
一箭之地,FREQ:31;
欲扬先抑,FREQ:31;
吉日良辰,FREQ:31;
朗朗乾坤,FREQ:31;
肉眼凡胎,FREQ:31;
求过于供,FREQ:31;
青灯古佛,FREQ:31;
铜壶滴漏,FREQ:31;
泥古不化,FREQ:31;
慷慨激扬,FREQ:31;
凭空臆造,FREQ:31;
装潢门面,FREQ:31;
薄技在身,FREQ:31;
目不忍视,FREQ:31;
上不着天,FREQ:31;
不关痛痒,FREQ:31;
罚不当罪,FREQ:31;
谈天论地,FREQ:31;
名实相副,FREQ:31;
攻子之盾,FREQ:31;
不差上下,FREQ:31;
关心民瘼,FREQ:31;
睥睨一切,FREQ:31;
母以子贵,FREQ:31;
经纬万端,FREQ:31;
惩一儆百,FREQ:31;
梦笔生花,FREQ:30;
满山满谷,FREQ:30;
草率从事,FREQ:30;
其奈我何,FREQ:30;
酒绿灯红,FREQ:30;
月圆花好,FREQ:30;
知遇之恩,FREQ:30;
略窥一斑,FREQ:30;
奇花异卉,FREQ:30;
好骑者堕,FREQ:30;
左右两难,FREQ:30;
人心叵测,FREQ:30;
三心两意,FREQ:30;
九死不悔,FREQ:30;
飞珠溅玉,FREQ:30;
出乖露丑,FREQ:30;
怀忧丧志,FREQ:30;
天王老子,FREQ:30;
大度包容,FREQ:30;
翩翩公子,FREQ:30;
心神恍惚,FREQ:30;
人多口杂,FREQ:30;
庐山真面,FREQ:30;
鼻孔朝天,FREQ:30;
一悲一喜,FREQ:30;
避难就易,FREQ:30;
活龙活现,FREQ:30;
晕晕沉沉,FREQ:30;
解民倒悬,FREQ:30;
不知肉味,FREQ:30;
女流之辈,FREQ:30;
报仇雪耻,FREQ:30;
羊肠小径,FREQ:30;
鸟尽弓藏,FREQ:30;
如见其人,FREQ:30;
小惩大诫,FREQ:30;
饱以老拳,FREQ:30;
不系之舟,FREQ:30;
权倾天下,FREQ:30;
未竟之志,FREQ:30;
手脚干净,FREQ:30;
不改其乐,FREQ:30;
大肆铺张,FREQ:30;
刻画入微,FREQ:30;
东扯西拉,FREQ:30;
曲意迎合,FREQ:30;
不平之鸣,FREQ:30;
三寸之舌,FREQ:30;
铁马金戈,FREQ:30;
洒扫应对,FREQ:30;
冯唐易老,FREQ:30;
肉食者鄙,FREQ:29;
识途老马,FREQ:29;
日久弥新,FREQ:29;
天堂地狱,FREQ:29;
仆仆风尘,FREQ:29;
漫天叫价,FREQ:29;
铁画银钩,FREQ:29;
啼饥号寒,FREQ:29;
鲁难未已,FREQ:29;
涕泗横流,FREQ:29;
饶有风趣,FREQ:29;
日暮途穷,FREQ:29;
负重致远,FREQ:29;
徒托空言,FREQ:29;
月白风清,FREQ:29;
付诸一笑,FREQ:29;
光辉夺目,FREQ:29;
声气相通,FREQ:29;
追风逐日,FREQ:29;
教导有方,FREQ:29;
苟且偷安,FREQ:29;
相忍为国,FREQ:29;
枭首示众,FREQ:29;
久闻大名,FREQ:29;
国富民安,FREQ:29;
骇浪惊涛,FREQ:29;
月晕而风,FREQ:29;
吟风弄月,FREQ:29;
雪里送炭,FREQ:29;
如之奈何,FREQ:29;
茫然若失,FREQ:29;
翩翩风度,FREQ:29;
半生半熟,FREQ:29;
五劳七伤,FREQ:29;
杯觥交错,FREQ:29;
耿耿忠心,FREQ:29;
天不假年,FREQ:29;
整旧如新,FREQ:29;
东藏西躲,FREQ:29;
开合自如,FREQ:29;
不得其详,FREQ:29;
风刀霜剑,FREQ:29;
胶柱鼓瑟,FREQ:29;
龙精虎猛,FREQ:29;
性命交关,FREQ:29;
半饥半饱,FREQ:29;
不可胜计,FREQ:28;
大地春回,FREQ:28;
民膏民脂,FREQ:28;
脸红耳热,FREQ:28;
鬼话连篇,FREQ:28;
惟精惟一,FREQ:28;
恍如梦境,FREQ:28;
迁客骚人,FREQ:28;
人欢马叫,FREQ:28;
威震天下,FREQ:28;
吐气扬眉,FREQ:28;
卑鄙龌龊,FREQ:28;
心急如火,FREQ:28;
鼻青眼肿,FREQ:28;
你言我语,FREQ:28;
一丘一壑,FREQ:28;
老僧入定,FREQ:28;
官官相卫,FREQ:28;
勇冠三军,FREQ:28;
信赏必罚,FREQ:28;
憎爱分明,FREQ:28;
一言兴邦,FREQ:28;
桂子飘香,FREQ:28;
以勤补拙,FREQ:28;
离情别绪,FREQ:28;
七零八散,FREQ:28;
市井无赖,FREQ:28;
悠悠荡荡,FREQ:28;
量才录用,FREQ:28;
不露锋芒,FREQ:28;
宦海浮沉,FREQ:28;
清新俊逸,FREQ:28;
英姿焕发,FREQ:28;
话里带刺,FREQ:28;
有隙可乘,FREQ:28;
玲珑小巧,FREQ:28;
风清月朗,FREQ:28;
月满则亏,FREQ:28;
百万雄兵,FREQ:28;
举措失当,FREQ:28;
民不畏死,FREQ:28;
残汤剩饭,FREQ:28;
洪钟大吕,FREQ:28;
好生之德,FREQ:28;
不贪为宝,FREQ:28;
喘息未定,FREQ:28;
一命归西,FREQ:28;
假戏成真,FREQ:28;
不服水土,FREQ:28;
博采众议,FREQ:28;
乐业安居,FREQ:28;
酒醉饭饱,FREQ:28;
富贵不淫,FREQ:28;
宜室宜家,FREQ:28;
言简意深,FREQ:28;
干卿何事,FREQ:28;
陈陈相因,FREQ:28;
缩头缩脑,FREQ:28;
慌张失措,FREQ:28;
打躬作揖,FREQ:28;
面有菜色,FREQ:28;
桑间濮上,FREQ:27;
文情并茂,FREQ:27;
偶一为之,FREQ:27;
心旌摇曳,FREQ:27;
引以为憾,FREQ:27;
将功折罪,FREQ:27;
片瓦不留,FREQ:27;
费心劳神,FREQ:27;
丈二和尚,FREQ:27;
扇枕温衾,FREQ:27;
藏之名山,FREQ:27;
王祥卧冰,FREQ:27;
柔肠百转,FREQ:27;
从宽发落,FREQ:27;
二人同心,FREQ:27;
音信杳无,FREQ:27;
等因奉此,FREQ:27;
生而知之,FREQ:27;
明珠暗投,FREQ:27;
不忍释卷,FREQ:27;
秋月春风,FREQ:27;
奉为楷模,FREQ:27;
香草美人,FREQ:27;
殿堂楼阁,FREQ:27;
一路货色,FREQ:27;
食洋不化,FREQ:27;
乐以忘忧,FREQ:27;
因循苟且,FREQ:27;
金鼓齐鸣,FREQ:27;
嚣张一时,FREQ:27;
男女老幼,FREQ:27;
嘤其鸣矣,FREQ:27;
神闲气定,FREQ:27;
允执厥中,FREQ:27;
狂涛骇浪,FREQ:27;
有负众望,FREQ:27;
横眉怒目,FREQ:27;
孤儿寡妇,FREQ:27;
武艺超群,FREQ:27;
搬石砸脚,FREQ:27;
三元及第,FREQ:27;
相时而动,FREQ:27;
慎始敬终,FREQ:27;
大人先生,FREQ:27;
乱世英雄,FREQ:27;
有财有势,FREQ:27;
齐驱并进,FREQ:27;
严于律已,FREQ:27;
福地洞天,FREQ:27;
寻幽探胜,FREQ:27;
烽火四起,FREQ:27;
光风霁月,FREQ:27;
齐家治国,FREQ:26;
亡国之音,FREQ:26;
关山阻隔,FREQ:26;
千古罪人,FREQ:26;
昂头挺胸,FREQ:26;
榆木疙瘩,FREQ:26;
儿女之情,FREQ:26;
孟母择邻,FREQ:26;
餐风饮露,FREQ:26;
无踪无影,FREQ:26;
人五人六,FREQ:26;
剜肉补疮,FREQ:26;
清风朗月,FREQ:26;
逸趣横生,FREQ:26;
出敌不意,FREQ:26;
怙恶不悛,FREQ:26;
朝生暮死,FREQ:26;
将本求利,FREQ:26;
以心传心,FREQ:26;
千年万载,FREQ:26;
大有其人,FREQ:26;
摧眉折腰,FREQ:26;
单人匹马,FREQ:26;
身在江湖,FREQ:26;
治国安民,FREQ:26;
味如嚼蜡,FREQ:26;
求生不得,FREQ:26;
涕泪交流,FREQ:26;
吉凶未卜,FREQ:26;
不孚众望,FREQ:26;
千古不朽,FREQ:26;
拈花一笑,FREQ:26;
神完气足,FREQ:26;
贿赂公行,FREQ:26;
却之不恭,FREQ:26;
星月交辉,FREQ:26;
聊备一格,FREQ:26;
各有所短,FREQ:26;
喜逐颜开,FREQ:26;
过目成诵,FREQ:26;
无边无垠,FREQ:26;
日月无光,FREQ:26;
凌云之志,FREQ:26;
哀哀父母,FREQ:26;
脚不点地,FREQ:26;
求贤如渴,FREQ:26;
荦荦大端,FREQ:26;
门户之争,FREQ:26;
一字之师,FREQ:26;
安如磐石,FREQ:26;
降尊纡贵,FREQ:26;
南征北讨,FREQ:26;
羊续悬鱼,FREQ:26;
满脸春风,FREQ:26;
绝世佳人,FREQ:26;
颠簸不破,FREQ:26;
急人之困,FREQ:26;
为渊驱鱼,FREQ:25;
白沙在涅,FREQ:25;
才情横溢,FREQ:25;
竭忠尽智,FREQ:25;
墙头马上,FREQ:25;
相煎太急,FREQ:25;
出师无名,FREQ:25;
纵虎归山,FREQ:25;
不咎既往,FREQ:25;
存心不良,FREQ:25;
浴火凤凰,FREQ:25;
毁誉不一,FREQ:25;
万应灵药,FREQ:25;
凤凰来仪,FREQ:25;
傻头傻脑,FREQ:25;
年深月久,FREQ:25;
张皇失措,FREQ:25;
卧床不起,FREQ:25;
众寡悬殊,FREQ:25;
言必有据,FREQ:25;
不顾死活,FREQ:25;
山鸣谷应,FREQ:25;
国而忘家,FREQ:25;
郁郁不乐,FREQ:25;
一身二任,FREQ:25;
瓜瓞绵绵,FREQ:25;
胜友如云,FREQ:25;
桃花流水,FREQ:25;
枝节横生,FREQ:25;
抚掌大笑,FREQ:25;
残花败柳,FREQ:25;
探赜索隐,FREQ:25;
诗酒风流,FREQ:25;
济困扶危,FREQ:25;
知足知止,FREQ:25;
永生永世,FREQ:25;
苦心积虑,FREQ:25;
济世安邦,FREQ:25;
超然独立,FREQ:25;
将门虎子,FREQ:25;
竹篱茅舍,FREQ:25;
臭名昭彰,FREQ:25;
粉妆玉砌,FREQ:25;
鸢飞鱼跃,FREQ:25;
片瓦无存,FREQ:25;
案牍劳形,FREQ:25;
片言只字,FREQ:25;
丰姿绰约,FREQ:25;
春风雨露,FREQ:25;
光焰万丈,FREQ:25;
笔下生花,FREQ:25;
豺狼当道,FREQ:25;
别无长物,FREQ:25;
涂炭生灵,FREQ:25;
不厌其详,FREQ:25;
丹青妙手,FREQ:25;
叨陪末座,FREQ:25;
步履艰辛,FREQ:25;
犬马之劳,FREQ:25;
没头没脸,FREQ:25;
万古长存,FREQ:25;
间不容发,FREQ:24;
气壮如牛,FREQ:24;
十年生聚,FREQ:24;
损己利人,FREQ:24;
道骨仙风,FREQ:24;
推本溯源,FREQ:24;
万事亨通,FREQ:24;
腹心之疾,FREQ:24;
东成西就,FREQ:24;
齐烟九点,FREQ:24;
告贷无门,FREQ:24;
二八年华,FREQ:24;
诸子百家,FREQ:24;
骑马找马,FREQ:24;
满坑满谷,FREQ:24;
如簧之舌,FREQ:24;
擦脂抹粉,FREQ:24;
陌路相逢,FREQ:24;
如诉如泣,FREQ:24;
倾城倾国,FREQ:24;
不知进退,FREQ:24;
无头无尾,FREQ:24;
将欲取之,FREQ:24;
卖身投靠,FREQ:24;
不虞之誉,FREQ:24;
粉妆玉琢,FREQ:24;
浩若烟海,FREQ:24;
骚人墨客,FREQ:24;
不分敌我,FREQ:24;
一无可取,FREQ:24;
扶弱抑强,FREQ:24;
丹心碧血,FREQ:24;
言近旨远,FREQ:24;
傲霜斗雪,FREQ:24;
子曰诗云,FREQ:24;
抑强扶弱,FREQ:24;
难以逆料,FREQ:24;
不立文字,FREQ:24;
爱钱如命,FREQ:24;
三三五五,FREQ:24;
神工鬼斧,FREQ:24;
秋风落叶,FREQ:24;
万应灵丹,FREQ:24;
孜孜矻矻,FREQ:24;
挫骨扬灰,FREQ:24;
信笔涂鸦,FREQ:24;
神清气和,FREQ:24;
沉思默想,FREQ:24;
个中三昧,FREQ:24;
光阴虚度,FREQ:24;
厚今薄古,FREQ:24;
匹夫无罪,FREQ:24;
洪福齐天,FREQ:24;
铭记不忘,FREQ:24;
泛泛之谈,FREQ:24;
轻诺寡信,FREQ:23;
群而不党,FREQ:23;
百媚千娇,FREQ:23;
淡妆浓抹,FREQ:23;
落落寡合,FREQ:23;
荒淫无耻,FREQ:23;
悔之不及,FREQ:23;
兵连祸结,FREQ:23;
旧瓶新酒,FREQ:23;
惊喜若狂,FREQ:23;
万目睽睽,FREQ:23;
相逢恨晚,FREQ:23;
井井有序,FREQ:23;
朝乾夕惕,FREQ:23;
天随人愿,FREQ:23;
兴致索然,FREQ:23;
多嘴多舌,FREQ:23;
旷古未有,FREQ:23;
饮马长江,FREQ:23;
群起效尤,FREQ:23;
判若霄壤,FREQ:23;
救灾恤患,FREQ:23;
蚁穴溃堤,FREQ:23;
穷愁潦倒,FREQ:23;
穷形尽相,FREQ:23;
箭无虚发,FREQ:23;
不亢不卑,FREQ:23;
前程万里,FREQ:23;
名利兼收,FREQ:23;
历历可数,FREQ:23;
信口胡言,FREQ:23;
空空道人,FREQ:23;
骂不绝口,FREQ:23;
仇深似海,FREQ:23;
褒衣博带,FREQ:23;
纲纪废弛,FREQ:23;
应付裕如,FREQ:23;
食而不化,FREQ:23;
以身报国,FREQ:23;
铮铮有声,FREQ:23;
如闻其声,FREQ:23;
招降纳叛,FREQ:23;
坚苦卓绝,FREQ:23;
居无求安,FREQ:23;
应对如流,FREQ:23;
杀鸡吓猴,FREQ:23;
天公地道,FREQ:23;
举贤任能,FREQ:23;
无事生事,FREQ:23;
顺水顺风,FREQ:23;
一字千钧,FREQ:23;
乘热打铁,FREQ:23;
超群出众,FREQ:23;
取义成仁,FREQ:23;
稳操胜算,FREQ:23;
一代楷模,FREQ:23;
福至心灵,FREQ:23;
送君千里,FREQ:23;
安内攘外,FREQ:23;
你唱我和,FREQ:23;
燕瘦环肥,FREQ:23;
报应不爽,FREQ:23;
呢喃细语,FREQ:23;
穷寇莫追,FREQ:23;
贪天之功,FREQ:23;
现世现报,FREQ:23;
不世之功,FREQ:23;
手胼足胝,FREQ:23;
一笔抹煞,FREQ:23;
